----------------------------------------------------------------------------------------------------------------------------------------------------------------------
ID-EMPLEADO | NOMBRE                    | APELLIDO                  | DIRECCION                                          | COD-POSTAL | TIP-DOC | NRO-DOC  | TELEFONO
12567465    | VELAOCHAGA                | CARLOS RAUL               | Avda. 25 de Mayo 400                               |       7079 | DNI     | 33745353 |
12567466    | VERGARA                   | GIOVANNI ORLANDO          | Hipólito Yrigoyen 501                              |       4190 | DNI     | 45145139 |
12567469    | CENTENO                   | HERMANN EDUARDO           | San Pablo 401                                      |       4193 | CI      | 48549669 | 7573-7601
12567471    | VALDEZ                    | KATITZA ROSANA            | Alsina 250                                         |       7677 | DNI     | 26178390 | 5438-2032
12567473    | NOVOA                     | BRITTANY ISABEL           | 3 de Febrero 999                                   |       8832 | DNI     | 49694552 | 8181-858
12567474    | HUERTAS                   | HENRY                     | Belgrano 385                                       |       3863 | DNI     | 14546940 | 8191-6090
12567475    | TANTARUNA                 | KARINA ELIZABETH          | Arieta 3015                                        |       1927 | DNI     | 46324007 | 8960-8569
12567476    | CASTILLO                  | LUCIA GABRIELA            | Mitre 3920 (Calle 54)                              |       7495 | DNI     | 37808572 | 5019-3869
12567477    | MORI                      | GIUSEPPINA INMACULADA     | Avda Pte. Tte. Gral. Perón 1402                    |       2379 | DNI     | 38521810 |
12567478    | ONTANEDA                  | ALVARO JUAN               | Belgrano 101 esq.Sarmiento                         |       7088 | DNI     | 39375474 |
12567479    | VILLAREYES                | SUSANA MARIA              | Carlos Pellegrini 402                              |       1797 | CI      | 44548939 | 5065-3770
12567482    | SILVA SANTISTEVAN         | OLGA VICTORIA             | Avda. 37 n° 319                                    |       8606 | DNI     | 25008719 | 7100-6427
12567484    | ECHEVARRIA                | ESTEFANI                  | Calle 48 N° 575, 1° Subsuelo                       |       1130 | DNI     | 38393009 | 8883-5724
12567486    | CHAVEZ                    | MELISSA                   | Av. Pte. J. D. Perón 1026                          |       2113 | DNI     | 31494749 | 5408-2406
12567487    | ZARZOSA                   | JORGE ENRIQUE             | Calle 47 Nro. 734                                  |       7335 | DNI     | 41645620 |
12567488    | MUÑOZ                     | JORGE LUIS                | Avda. Juan B. Justo 1620                           |       1324 | CI      | 25097034 | 8064-479
12567493    | RODRIGUEZ                 | RAUL FELIPE               | Avda. Cazón 1600                                   |       5073 | DNI     | 15718361 |
12567498    | CASTILLO                  | JUAN MARTIN               | 9 de Julio 502                                     |       3571 | DNI     | 30542416 |
12567499    | MENDOZA                   | OBDULIA                   | 25 de Mayo 54                                      |       5133 | DNI     | 47119468 |
12567500    | BORJA                     | EDITH                     | Rivadavia 204                                      |       4672 | DNI     | 27678984 | 9677-6294
12567501    | CARDENAS                  | JOSE MIGUEL GIUSEPPI      | Pte. Tte. Gral. Juan D. Perón 2757                 |       4852 | DNI     | 23488047 | 5297-8109
12567502    | CARRASCO                  | ARTURO ANDRE              | Avda. L.N.Alem 1                                   |       1881 | DNI     | 28926111 | 7920-2397
12567503    | TOVAR                     | MAXIMO GRIGORIY           | Calle 9 n° 900                                     |       6067 | DNI     | 45486451 | 9262-8513
12567505    | ESPINOZA                  | LANA ROSE                 | Avda. Maipú 742                                    |       4910 | DNI     | 15522355 | 7538-6293
12567506    | MONTES                    | MATTHIAS IGNACIO          | Calle Alvear 2615 (ex 278)                         |       2564 | DNI     | 49556202 | 9951-4122
12567507    | SILVA SANTISTEBAN         | MIGUEL ANGEL              | Martín Fierro 6550                                 |       3304 | DNI     | 48923170 | 8445-5637
12567508    | CASABONA                  | LUIGI ANTONINO            | Calle 83 n° 302 (Necochea)                         |       3354 | DNI     | 23501734 | 9396-4490
12567511    | BAZAN                     | IGNACIO EDUARDO           | Avda. Crovara 954                                  |       2091 | DNI     | 21133183 |
12567512    | LOYOLA                    | GIANELLA                  | Avda. San Martín 101                               |       6997 | DNI     | 29761856 | 4389-7143
12567513    | VALVERDE                  | JORGE ANTONIO             | Falucho 185                                        |       2612 | DNI     | 43850987 | 7829-9383
12567514    | CARDICH                   | LUIS ALEJANDRO            | Avda. del Libertador Gral.S.Martín 199             |       1267 | CI      | 33490804 |
12567517    | LUNA                      | JORGE                     | Avda. Rivadavia 699                                |       8969 | DNI     | 24008670 | 5711-1540
12567519    | SALINAS                   | BRIANNA                   | Av. Corrientes 1236                                |       2831 | DNI     | 32624114 | 7717-3526
12567521    | HERRERA                   | DIANA BRIGITTE            | Florida 474                                        |       8619 | DNI     | 32597665 | 7648-7009
12567522    | CORDOVA                   | JOSE ELIAS                | Av. Cordoba 685                                    |       6822 | DNI     | 18455365 | 6401-2560
12567523    | VILLA                     | JUANA ROSA                | Florida 118                                        |       6909 | CI      | 46997567 |
12567524    | DE DAVILA                 | LEONEL SAUL               | Av. Cordoba 1467                                   |       2677 | LC      | 19068447 |
12567525    | DIAZ                      | CARLOS MANUEL             | Florida 52                                         |       3075 | LE      | 38490986 | 6614-2901
12567526    | LARRIEGA                  | JUAN DE LA CRUZ           | Av. Corrientes 484                                 |       4377 | DNI     | 36228526 |
12567527    | ROMAN                     | LILIAN SUSANA             | Sarmiento 481                                      |       7530 | DNI     | 34437057 |
12567530    | DEXTRE                    | STEPHANIE                 | Av. Santa Fe 802                                   |       1479 | DNI     | 44736051 | 7011-7499
12567532    | TORRES                    | JAVIER MIGUEL             | Av. Belgrano 1194                                  |       6032 | CI      | 49480835 |
12567534    | VASQUEZ                   | HAYDEE ROSARIO            | Av. Rivadavia 364                                  |       4324 | DNI     | 24256415 | 7681-3987
12567535    | ZAMUDIO                   | HECTOR                    | Av. Corrientes 1820                                |       1494 | DNI     | 44472701 | 9543-8236
12567536    | ATOCHE                    | JANNY EVELYN              | Av, Leandro N. Alem 702                            |       6873 | DNI     | 40514014 | 7222-2531
12567546    | DE VALDIVIA               | MIRIAM NELVA              | Roberto M. Ortiz 1861                              |       8432 | DNI     | 45117459 | 8786-6842
12567547    | ECHEANDIA                 | JORGE ALBERTO             | Av. Las Heras 2055                                 |       2250 | DNI     | 30645483 |
12567548    | NUÑEZ                     | JORGE AUGUSTO             | Juana Manso 1189                                   |       7344 | DNI     | 16629802 | 5742-5583
12567549    | POMA                      | JUAN CARLOS RODRIGO       | Av. San Juan 387                                   |       4084 | CI      | 48519130 |
12567550    | ALFARO                    | JUAN JOSE                 | Peña 2383                                          |       6818 | LC      | 44571059 | 8235-5322
12567551    | MAURTUA                   | MARIO ANTONY              | Av. Santa Fe 2453                                  |       6948 | LE      | 40623036 | 4813-8930
12567553    | BEYTIA                    | JULIO CESAR               | Av. Las Heras 2324                                 |       5173 | CI      | 29313163 |
12567554    | KIRK                      | JHONY WILLIAM             | Av. Pueyrredon 539                                 |       8719 | DNI     | 45216939 | 8278-7763
12567555    | NUÑEZ                     | CELICA TRINIDAD           | Av. Independencia 2676                             |       3381 | DNI     | 28468064 | 8613-5683
12567556    | GARCIA DE KIMBERLING      | JUAN ARCADIO              | Av. Santa Fe 2822                                  |       3123 | DNI     | 17072037 |
12567559    | URCIA                     | AIDEE ESPERANZA           | Av. Corrientes 3202                                |       2834 | LC      | 42608094 |
12567560    | MENA                      | CARLOS RAUL               | Av. San Juan 2701                                  |       1835 | LE      | 38585663 |
12567561    | SALDAÑA                   | ANA CATHERINE             | Av. Rivadavia 310                                  |       4079 | DNI     | 27219540 |
12567562    | TIEMROTH                  | ANA MARIBEL               | Av. Cordoba 3381                                   |       1874 | DNI     | 21583753 | 9321-7500
12567565    | SILVA                     | LELIA                     | Montes de Oca 894                                  |       6629 | DNI     | 26148420 |
12567567    | SANTIAGO                  | RICARDO CESAR             | Esteban Adrogué 1052 / 58                          |       8311 | CI      | 46223880 | 8882-7814
12567569    | PAULI                     | JOSE                      | Rivadavia 301                                      |       3574 | DNI     | 19594221 | 4395-9097
12567570    | FAJARDO                   | CAMILLE MEZARINA          | Au. Tte. Gral. Pablo Riccheri Km 33,5              |       8809 | DNI     | 29956516 | 4985-7422
12567571    | PESARESSI                 | PATRICE ANNE              | Au. Tte. Gral. Pablo Riccheri Km 33,5              |       4915 | DNI     | 30014000 | 4774-8214
12567572    | DEL AGUILA                | PAMELA LESLIE             | Avda. Independencia 3621                           |       5675 | DNI     | 15809042 | 7813-4968
12567573    | MONTERO                   | ZENON                     | Avda. Eugenia Tapia de Cruz 28                     |       2066 | DNI     | 34102457 | 7975-7008
12567574    | GARCIA                    | ARMANDO                   | Calle 138 número 1498                              |       5226 | CI      | 36718438 | 5571-1831
12567575    | PAUCAR                    | DANIEL ROBERTO            | Hipólito Irigoyen 14820                            |       2317 | DNI     | 31778603 | 9267-3613
12567578    | GARZON                    | GIULIAN ALEXANDER         | Córdoba 2071                                       |       8355 | DNI     | 22327406 | 9212-7831
12567580    | ALMONTE                   | IVAN RAMON                | Mendoza 385/389                                    |       5154 | DNI     | 45435969 |
12567582    | VARAS                     | JOSE HUMBERTO             | Muñoz 1576                                         |       1850 | DNI     | 40827656 |
12567589    | DE FRANKLIN               | LUISA EULALIA             | Av. Pte. Dr. Arturo U. Illia 2570                  |       1773 | DNI     | 33190461 |
12567594    | CARBAJAL                  | SEVASTIAN ISAIAH          | Alsina 638                                         |       4650 | LC      | 19183491 |
12567595    | PALOMINO                  | VALERIA ALEJANDRA         | Ldor. Gral. San Martín 1218                        |       2602 | LE      | 17189153 | 7460-5067
12567596    | MAGUIÑA                   | ZOILA SOLEDAD             | Calle 4 n° 7                                       |       1914 | DNI     | 46880360 | 8832-3408
12567597    | SANCHEZ                   | ALVARO JUAN               | Sarmiento 675 - Pergamino                          |       7868 | DNI     | 36732847 |
12567598    | CORAHUA                   | SUSANA MARIA              | Roque Sáenz Peña 938                               |       6635 | DNI     | 39175968 |
12567599    | VASQUEZ                   | BRITNEY                   | Avda. Independencia 3617-M.del Plata               |       5065 | DNI     | 33549152 | 4114-1942
12567601    | MARTINEZ                  | ELEODORO RICHARD          | Luro 5832 - M. del Plata                           |       3471 | DNI     | 33574015 | 4482-4395
12567602    | KILCOYNE                  | JORGE RAUL                | Avda. Edison 302                                   |       4402 | CI      | 47635578 | 7945-2432
12567603    | PRADO                     | PIERRE ANDRE              | Emilio Martín Larraya 1100                         |       8168 | DNI     | 29967988 | 8773-2844
12567604    | ALTAMIRANO                | RICHARD WINSTON           | Mitre 638                                          |       7056 | DNI     | 31571334 | 8369-2837
12567607    | VELASQUEZ                 | MARIA ELENA               | Calle 14 n° 4465                                   |       1478 | DNI     | 18327530 | 4133-9962
12567608    | JATAVE                    | DEISI KARINA              | Avda. San Martín 464                               |       3310 | DNI     | 40688487 | 6391-2081
12567609    | PINTO                     | GIANCARLOS ARTURO         | Avda. Gral. San Martín 501                         |       6126 | CI      | 48684539 |
12567610    | NAPURI                    | JUANITA GISELLA           | Avda. A.Sáenz 2099                                 |       7807 | DNI     | 44617106 |
12567613    | GIORFFINO                 | RENEE                     | Gral. Roca 869                                     |       4003 | DNI     | 43899058 |
12567615    | SAAVEDRA                  | ELISA INES                | Calle 4 n° 168                                     |       6981 | DNI     | 32446771 |
12567617    | NUÑEZ                     | CESAR AUGUSTO             | Avda. Libertad 698                                 |       8405 | DNI     | 23032792 | 5467-250
12567618    | PUICON                    | LUIS ALBERTO              | Urcelay 529                                        |       2711 | DNI     | 38177263 | 4261-4408
12567619    | RIVERA                    | TANIA CAROLINA            | Avda. Pte. J. D. Perón 402                         |       7641 | CI      | 45463117 |
12567620    | URIZAR                    | PAOLA JANET               | Avda. Colón 898                                    |       4491 | LC      | 34722931 | 9999-6750
12567621    | VELAZCO                   | JORGE RAUL                | Avda. San Martín 150                               |       5401 | LE      | 14175834 | 7830-6565
12567622    | CORDOVA                   | ANTONIETA JANET           | Alberto H. Almirón 46                              |       3118 | DNI     | 41736466 |
12567623    | ORELLANA                  | ELENA REGINA              | Avda. Mitre y Azcuénaga                            |       6688 | CI      | 21712398 |
12567626    | BRIONES                   | GLADYS                    | 25 de Mayo 325                                     |       4861 | DNI     | 30809809 |
12567628    | CHAVEZ                    | LISSETTE                  | Lavalle 698                                        |       4635 | CI      | 23519923 | 7441-3775
12567630    | GRILLO                    | CARLOS ALEJANDRO          | Avda. del Libertador 13988                         |       1277 | LE      | 15256761 |
12567631    | ORE                       | MIGUEL                    | Avda. de los Trabajadores 2977                     |       6803 | DNI     | 49470301 |
12567632    | LEON DE AYQUIPA           | ESPERANZA                 | Alvear 625                                         |       7095 | DNI     | 26399811 | 5870-5627
12567637    | TUYA                      | CECILIA YOVANA            | Avda. Mitre 113                                    |       6087 | CI      | 28798337 | 9473-2862
12567642    | REYES                     | LUCCAS ANGELO             | Avda. Julio A.Roca 622                             |       6151 | DNI     | 35627603 |
12567643    | VALERIA                   | ANDDY JORDAN              | Mitre esq. Guemes                                  |       6134 | DNI     | 23201235 |
12567644    | CAMPOS                    | GESELLE                   | San Martín 602/26/34                               |       2178 | CI      | 17778729 | 8755-2031
12567645    | VALLE                     | MOISES FLORENCIO          | Sarmiento 101                                      |       2779 | DNI     | 49439055 | 5653-313
12567646    | GARAY                     | RAUL OSCAR                | Avda. Julio A. Roca 199                            |       1385 | DNI     | 33687095 |
12567647    | MARTINEZ                  | ROXANA DEL CARMEN         | Calle 42 esq. 21 - La Plata                        |       2741 | DNI     | 41225723 | 8165-975
12567649    | SOTELO                    | JUAN CARLOS               | Belgrano 199, esquina Gral. Rico                   |       3909 | DNI     | 42989599 | 6838-2396
12567650    | FERNANDEZ CONCHA          | MARIANA                   | Don Bosco 1285 - Bahia Blanca                      |       7275 | DNI     | 40727529 | 5100-489
12567651    | NIQUEN                    | CLARA                     | Itacumbú 634                                       |       5020 | DNI     | 23444630 | 4995-8021
12567652    | AYALA                     | MARIA DE LOS ANGELES      | La Merced 266                                      |       5069 | DNI     | 38481599 |
12567655    | TAIÑA                     | JOSE ANTONIO              | Avellaneda 281                                     |       2495 | LC      | 45052317 |
12567656    | LLAMOJA                   | ROBERT                    | Avda. de los Constituyentes 553                    |       4157 | LE      | 37586698 |
12567657    | VILLON DE DONAYRE         | JONATHAN MICHAEL          | San Martín 390                                     |       2578 | DNI     | 39564794 | 4126-8961
12567658    | FERIA                     | BRENDA CAROL              | Rivadavia 698                                      |       1023 | CI      | 15897260 |
12567661    | PORTILLA                  | AARON                     | Sarmiento 386                                      |       8229 | DNI     | 31778952 | 7024-5230
12567663    | PIEDRA                    | ALFREDO EMILIO            | El Callao 1330                                     |       7377 | CI      | 35976929 |
12567667    | ESTRADA                   | CARLOS GABRIEL            | Avda. Julio A. Roca 1302                           |       6108 | DNI     | 37578196 | 6829-4239
12567668    | SHIMOSE                   | CARMEN IRENE              | Bartolomé Mitre 201                                |       7985 | DNI     | 14328466 | 6313-9394
12567669    | SUAREZ                    | CRISTHIAN                 | Libertad 3697                                      |       4688 | DNI     | 21246573 | 8544-8498
12567670    | HUAMAN                    | ENA BEATRIZ               | Avda. José Altube 1761                             |       4507 | DNI     | 40295445 | 5895-9012
12567671    | TRISTAN                   | GWENDOLYN GIANELLA        | Sarmiento 359                                      |       7031 | DNI     | 15114060 | 9751-6648
12567674    | ARIAS                     | JESUS                     | Mayor López 26                                     |       8264 | DNI     | 20097835 | 7996-8563
12567676    | ABANTO                    | PAOLA DEL ROSARIO         | Anatole France 1961                                |       8110 | DNI     | 23051814 |
12567678    | MÜLLER                    | RODOLFO DAVID ANTONIO     | Avda. San Martín 1100                              |       3313 | DNI     | 41241652 | 7121-1759
12567679    | RUBIO                     | ROSARIO MECEDES           | Avda. Gral. Paz 374                                |       8876 | CI      | 25938973 |
12567680    | CORTEZ                    | VICTOR LUIS               | Calle 11 N° 245                                    |       5304 | DNI     | 19108489 | 8927-2265
12567685    | SISNIEGAS DE HOLCOMB      | PEDRO ISIDRO              | Luciano Fortabat 1587                              |       6579 | DNI     | 38188999 |
12567690    | GARAY                     | MARLIES KAREM             | San Martín 2594                                    |       4818 | LC      | 28396007 | 9949-6845
12567691    | SARMIENTO                 | ANDRES DAVID              | Sarmiento 2068 esq. 25 de Mayo                     |       8410 | LE      | 44989273 |
12567692    | LEON                      | GIOVANNA ALEJANDRA        | Avda. Tandil 401                                   |       8958 | DNI     | 14504505 |
12567693    | RAYGADA                   | EDWARD JHONATTAN          | Roma 3271                                          |       8259 | CI      | 34320099 |
12567694    | AVALOS                    | JOHANA LUCILA             | Avda. Santa Fe 2122                                |       6133 | DNI     | 21015263 | 4728-9901
12567695    | PALMA                     | GLORIA MARGARITA          | Calle 29 n° 448                                    |       4029 | DNI     | 30937660 | 6251-3260
12567697    | RODRIGUEZ                 | YASMINE ALEXIS            | Avda. 26 522                                       |       3437 | DNI     | 31466385 |
12567698    | CORDOVA                   | OSCAR EDUARDO             | Dardo Rocha 315                                    |       4535 | CI      | 45330387 | 7758-4257
12567699    | CORDOVA                   | FELICIA                   | Petracchi 501                                      |       3619 | LC      | 20050901 | 4531-8611
12567700    | CALENZANI                 | CAROLINA ROSA             | L.N.Alem 158                                       |       1570 | LE      | 18506140 | 6147-7613
12567703    | ROJAS                     | RICARDO ARTURO            | Avda. Velez Sarsfield 4571/77                      |       5083 | DNI     | 19009791 | 8202-5336
12567704    | CHAHUAYO                  | RUTH OLINDA               | H. Yrigoyen 300                                    |       1451 | DNI     | 16169739 | 8335-5341
12567705    | ZEVALLOS                  | TANIA CAROLINA            | Calle 60 Nº 3002                                   |       5635 | DNI     | 33290839 | 8574-3599
12567706    | SALINAS                   | MANUEL JESUS              | Calle 22 n° 1001                                   |       6546 | DNI     | 27178103 | 6985-3721
12567709    | GONZALES                  | DAMIAN JULIO              | Las Heras 398. Pisos 1° al 4°                      |       2063 | DNI     | 30230865 |
12567711    | TAPARA                    | ALEJANDRA GUADALUPE       | Avda. Maipu 2499                                   |       3843 | DNI     | 41182081 | 9756-7352
12567713    | NICHO                     | CHRISTINA DIANA           | Avda. Santamarina 402                              |       4732 | DNI     | 38903681 | 6421-2651
12567714    | CAYLLAHUA                 | PATRICIA ELIZABETH        | Calle 9 N° 1761 (Parque Industrial Pilar)          |       8349 | CI      | 46864875 |
12567715    | PARIONA                   | HIPOLITO ABRIL            | Paraguay 2                                         |       6071 | DNI     | 22671823 | 6664-5112
12567716    | GAYTAN                    | LESLY ANGELICA HANNY      | Calle 5 Nº 1299                                    |       5900 | DNI     | 22917116 | 5504-1744
12567717    | POLETTI                   | ROXANA                    | Artigas 589                                        |       1810 | DNI     | 30924699 | 9363-8128
12567718    | ACUÑA                     | VERONICA MARIBEL          | Avda. Dr. Raúl Manfredi 570                        |       4065 | DNI     | 24023842 |
12567719    | VASQUEZ                   | DANIEL JESUS              | San Nicolás 720                                    |       2864 | DNI     | 20922551 | 9397-5453
12567722    | HUAMANZANA                | GIANKARLO MATTHEW         | Avda. Shaw 156                                     |       4944 | DNI     | 22085923 |
12567724    | ARANGO                    | NESTOR ALCIDES            | Avda. San Martín 499                               |       6414 | CI      | 17759587 |
12567726    | LUQUE                     | GENARO RICARDO            | Uruguay 143                                        |       2246 | LE      | 17001496 |
12567727    | VELA                      | JORGE ENRIQUE             | Humberto Primo 481                                 |       2578 | DNI     | 42566192 | 5063-4806
12567728    | FLORES                    | JOSE ANDRES               | Rivadavia 299                                      |       8477 | CI      | 21925076 | 8667-3207
12567733    | SILVA                     | ELENA                     | Baron Hirsch 2                                     |       5592 | CI      | 48197966 | 7083-4534
12567738    | RAMOS                     | IVONNE MADELEINE          | Pueyrredón 101                                     |       3724 | DNI     | 39934068 | 8993-2375
12567739    | TORRES                    | DIEGO                     | San Pablo 401                                      |       7991 | DNI     | 48521011 | 8789-2595
12567740    | DIAZ                      | ROBERT                    | Moreno 298                                         |       8383 | DNI     | 20902956 | 7920-7879
12567741    | VILLANUEVA                | ANA DENISE                | Alsina 250                                         |       8775 | DNI     | 21434147 |
12567742    | GOMEZ                     | JOSE ANDRES               | Avda. San Martín 398                               |       6745 | CI      | 23793416 |
12567743    | GUTIERREZ                 | NOHEMI LASTENIA           | 3 de Febrero 999                                   |       2058 | DNI     | 30731695 | 5749-1080
12567745    | ROJAS                     | JAIME IVAN MARTIN         | Arieta 3015                                        |       6955 | DNI     | 47927823 |
12567746    | SANCHEZ                   | LUIS HERNAN               | Mitre 3920 (Calle 54)                              |       1350 | DNI     | 28895797 | 7356-2375
12567747    | VERGARA                   | RANDY LUZ                 | Avda Pte. Tte. Gral. Perón 1402                    |       2020 | DNI     | 18956550 |
12567748    | SALVATIERRA               | CARMEN ROSA               | Belgrano 101 esq.Sarmiento                         |       6260 | DNI     | 46825615 | 4080-4943
12567751    | UBILLUS                   | ALESSANDRO                | Los Angeles 197                                    |       8771 | DNI     | 45810961 |
12567752    | SANCHEZ                   | AZUCENA LUCCIANA          | Avda. 37 n° 319                                    |       7913 | DNI     | 26441566 | 5793-9957
12567753    | VALENCIA                  | DESIREE F                 | Avda. Mitre 2727                                   |       2984 | DNI     | 35320110 | 7230-2748
12567754    | GEREDA                    | ANDRES                    | Calle 48 N° 575, 1° Subsuelo                       |       2607 | DNI     | 34702390 |
12567757    | YARO                      | RUTH TANIA                | Calle 47 Nro. 734                                  |       2764 | DNI     | 46919378 |
12567759    | TRISTAN                   | EDILBERTO                 | Almirante Brown 612                                |       3112 | CI      | 34767760 |
12567761    | NUÑEZ                     | LETTY CONCEPCION          | Gral. Pinto 600                                    |       4785 | LE      | 38760611 | 5659-7610
12567762    | ARTEAGA                   | GIULIANA PALOMA           | Avda. 9 de Julio 545                               |       1475 | DNI     | 48278943 |
12567763    | VASQUEZ                   | CARMEN SUSANA             | Avda. Cazón 1600                                   |       4406 | CI      | 46746695 |
12567764    | MARTINEZ                  | THOMAS JOSE               | Avenida 7 Nº 900 esq. 523                          |       4688 | DNI     | 14813847 | 7106-1883
12567765    | TORRICO                   | SACRAMENTO                | Avda. 9 de Julio 402                               |       8175 | DNI     | 48388061 | 7616-9626
12567766    | CHACON DE LOYOLA          | AMIL TAF                  | Bvd. Villegas 501                                  |       3717 | DNI     | 30037495 | 9383-4366
12567767    | VALVERDE                  | CARLOS ALBERTO            | Avda. Moreno 299                                   |       7351 | DNI     | 38090947 | 9768-2106
12567770    | GRIMALDI                  | GISSELLA ANTUANET         | Rivadavia 204                                      |       8250 | LE      | 17219085 | 4823-3399
12567772    | CHUMPEN                   | KARIM ARACELLY            | Avda. L.N.Alem 1                                   |       7309 | DNI     | 29542978 | 4691-5700
12567774    | BAJONERO                  | RICARDO GERMAN            | Calle 30 n° 1400                                   |       2527 | DNI     | 22112455 |
12567775    | LAOS                      | ZARELLE GUISELLE          | Avda. Maipú 742                                    |       7327 | DNI     | 29692097 |
12567776    | ESTRADA                   | FELICITA VICTORIA         | Calle Alvear 2615 (ex 278)                         |       3255 | DNI     | 40734908 | 8401-1525
12567781    | GUEVARA                   | RODOLFO OMAR              | Avda. Crovara 954                                  |       5230 | DNI     | 14217762 | 8337-5016
12567786    | ESCOBAR                   | AMIL TAF                  | Avda. Pte. Bmé. Mitre 6440                         |       4823 | DNI     | 40749101 | 8133-2526
12567787    | PIÑAS DE CARO             | SERGIO DAVID              | Avda. Rivadavia 699                                |       4831 | DNI     | 16117730 |
12567788    | SALAZAR                   | SONIA                     | Diagonal Norte 910                                 |       2702 | DNI     | 48504638 |
12567789    | VELASQUEZ                 | ROSALIA                   | Av. Corrientes 1236                                |       5737 | DNI     | 19385209 | 7737-8969
12567790    | DEL CARPIO                | MOISES DAVID              | Sarmiento 1490                                     |       6988 | DNI     | 28498919 |
12567791    | HAAS                      | JUAN ROBERTO              | Florida 474                                        |       6737 | DNI     | 43575107 |
12567793    | MATTA                     | ROBERTO AUGUSTO           | Florida 118                                        |       2299 | DNI     | 41665222 | 4619-6048
12567794    | GARCIA                    | SUT LAN                   | Av. Cordoba 1467                                   |       7781 | CI      | 37277214 | 4986-3214
12567795    | VENTOCILLA                | ENA BEATRIZ               | Florida 52                                         |       5756 | LC      | 36713056 |
12567796    | RODRIGUEZ                 | MARIA ROCIO               | Av. Corrientes 484                                 |       8666 | LE      | 40703526 |
12567799    | SILVA                     | MIGUEL ANGEL              | Av. Santa Fe 1310                                  |       6947 | DNI     | 17732061 | 9115-208
12567800    | CALLE DE DODGE            | JAVIER FERNANDO           | Av. Santa Fe 802                                   |       5931 | DNI     | 21243494 | 6423-3203
12567801    | TENORIO                   | LUIS MIGUEL               | Av. Santa Fe 824                                   |       5437 | DNI     | 45043252 | 5180-4263
12567802    | BOCANEGRA                 | VICTORIA CELESTINA        | Av. Belgrano 1194                                  |       7635 | DNI     | 24616572 | 9619-9521
12567805    | SULCA                     | CYNTHIA EUFEMIA MICHELLE  | Av. Corrientes 1820                                |       6219 | LE      | 16611209 | 5179-5175
12567807    | GUIZADO                   | LUIS ALEJANDRO            | Av. Callao 23                                      |       1721 | DNI     | 15159292 |
12567809    | PATIÑO PATRONI            | GRICELDA CLORINDA         | Av. Entre Rios 196                                 |       2826 | DNI     | 42116205 | 9732-2683
12567810    | BRACHO                    | RODOLFO DAVID ANTONIO     | Av. Santa Fe 1740                                  |       2483 | DNI     | 27695819 | 9426-3666
12567811    | URIA                      | VICTORIA NORMA            | Rodriguez Peña 1572                                |       2106 | DNI     | 23509934 |
12567812    | VAGNER                    | VICTORIA NORMA            | Alicia M. de Justo 350                             |       7169 | CI      | 40464250 | 6360-8774
12567813    | VIVANCO                   | CARMEN SHERLEY            | Av. Callao 1600                                    |       1564 | DNI     | 39470235 |
12567814    | NUNURA                    | MILAGROS VANESSA          | Av. Rivadavia 2215                                 |       8987 | DNI     | 36938693 | 6241-469
12567815    | OJEDA                     | NANCY ELIZABETH           | Av. Santa Fe 2139                                  |       7465 | DNI     | 43581329 | 4913-7904
12567818    | BORDER                    | JORGE EDUARDO             | Juana Manso 1189                                   |       2251 | DNI     | 39983455 | 4098-9221
12567820    | CHIRINOS                  | RAUL OSCAR                | Peña 2383                                          |       8843 | DNI     | 16297875 |
12567822    | TAKEUTI                   | MARGORIE DEL CARMEN       | Av. Pueyrredon 991                                 |       1344 | DNI     | 47436491 | 9309-6376
12567823    | YAGUI                     | RAFAEL ARTURO             | Av. Las Heras 2324                                 |       2999 | DNI     | 34434196 |
12567824    | ACUÑA                     | ROSA ELVIRA               | Av. Pueyrredon 539                                 |       1044 | DNI     | 29217932 |
12567829    | VARESE                    | CARLOS ALFONSO            | Av. Corrientes 3202                                |       5241 | CI      | 30036759 |
12567834    | MANRIQUE                  | GISSET MARGARITA          | Av. Santa Fe 3380                                  |       2385 | DNI     | 34234258 | 6589-1551
12567835    | VELASQUEZ                 | HILDA VIOLETA             | Montes de Oca 894                                  |       2693 | DNI     | 15794893 | 9726-7146
12567836    | BURGA                     | IVONNE LIZETH             | Scalabrini Ortiz 3149                              |       2116 | DNI     | 37793385 | 5324-7599
12567837    | ZELAYA                    | JORGE JACKSON             | Esteban Adrogué 1052 / 58                          |       3584 | DNI     | 23556937 | 7657-6176
12567838    | DRAGAÑAC                  | LINA LUZ                  | Silverio Almiró 21 / 29                            |       2624 | CI      | 37575307 | 7270-2003
12567839    | MACCHIAVELLO              | MARIA ESTHER              | Rivadavia 301                                      |       6357 | LC      | 48540486 | 7168-8814
12567841    | RODRIGUEZ-PASTOR          | CARLOS                    | Au. Tte. Gral. Pablo Riccheri Km 33,5              |       3082 | DNI     | 25523590 |
12567842    | CAI DE KON                | EDUARDO ULISES            | Avda. Independencia 3621                           |       7826 | DNI     | 38979632 | 8332-6495
12567843    | UN                        | EMBERY JESUS              | Avda. Eugenia Tapia de Cruz 28                     |       3837 | DNI     | 19898087 | 4976-447
12567844    | ROSAS                     | LOIDA JUANA               | Calle 138 número 1498                              |       2579 | DNI     | 37228977 |
12567847    | DE SOUZA                  | MARITZA BLANCA            | Roma 3261                                          |       8244 | CI      | 33258661 | 5758-6978
